Game ID,Date,Team_L,PTS_L,Racha_L,Team_V,PTS_V,Racha_V,Cuota_L,Cuota_V,Victoria_Local,PTS_Diff,MP,FG_L,FGA_L,FG%_L,2P_L,2PA_L,2P%_L,3P_L,3PA_L,3P%_L,FT_L,FTA_L,FT%_L,ORB_L,DRB_L,TRB_L,AST_L,STL_L,BLK_L,TOV_L,PF_L,FG_V,FGA_V,FG%_V,2P_V,2PA_V,2P%_V,3P_V,3PA_V,3P%_V,FT_V,FTA_V,FT%_V,ORB_V,DRB_V,TRB_V,AST_V,STL_V,BLK_V,TOV_V,PF_V
Sun_Feb_25_2024_Portland Trail Blazers,2023-10-27,Portland Trail Blazers,80,-19,Charlotte Hornets,93,-22,2.39,1.6,0,-13,240,33,95,0.347,30,63,0.47619047619047616,3,32,0.094,11,16,0.688,22,34,56,14,11,4,16,16,37,75,0.493,30,51,0.5882352941176471,7,24,0.292,12,17,0.706,4,37,41,24,12,6,19,12
Sun_Feb_25_2024_Utah Jazz,2023-10-25,San Antonio Spurs,109,-15,Utah Jazz,128,-3,2.64,1.51,0,-19,240,42,91,0.462,29,60,0.48333333333333334,13,31,0.419,12,19,0.632,10,36,46,34,8,11,20,17,46,90,0.511,29,55,0.5272727272727272,17,35,0.486,19,22,0.864,5,33,38,36,13,8,17,17
Sun_Feb_25_2024_Washington Wizards,2023-10-28,Washington Wizards,105,-25,Cleveland Cavaliers,114,5,1.91,1.91,0,-9,240,40,90,0.444,28,50,0.56,12,40,0.3,13,18,0.722,4,36,40,29,6,2,9,22,42,83,0.506,32,51,0.6274509803921569,10,32,0.313,20,27,0.741,6,41,47,35,6,6,11,16
Sun_Feb_4_2024_Boston Celtics,2023-10-25,Memphis Grizzlies,91,-22,Boston Celtics,131,36,1.85,1.96,0,-40,240,35,92,0.38,24,54,0.4444444444444444,11,38,0.289,10,12,0.833,16,30,46,19,5,3,20,15,48,99,0.485,29,48,0.6041666666666666,19,51,0.373,16,18,0.889,17,40,57,30,12,4,11,13
Sun_Feb_4_2024_Charlotte Hornets,2023-10-25,Charlotte Hornets,99,-23,Indiana Pacers,115,7,2.47,1.57,0,-16,240,35,88,0.398,27,59,0.4576271186440678,8,29,0.276,21,25,0.84,11,32,43,18,6,5,11,16,45,92,0.489,34,59,0.576271186440678,11,33,0.333,14,18,0.778,11,38,49,34,5,4,11,15
Sun_Feb_4_2024_Denver Nuggets,2023-10-27,Portland Trail Blazers,103,-20,Denver Nuggets,112,20,2.39,1.6,0,-9,240,39,85,0.459,28,54,0.5185185185185185,11,31,0.355,14,15,0.933,15,27,42,29,6,3,13,16,42,86,0.488,30,58,0.5172413793103449,12,28,0.429,16,19,0.842,14,28,42,26,8,6,9,11
Sun_Feb_4_2024_Detroit Pistons,2023-10-28,Detroit Pistons,99,-28,Orlando Magic,111,3,2.17,1.72,0,-12,240,36,80,0.45,28,49,0.5714285714285714,8,31,0.258,19,22,0.864,9,27,36,22,6,5,15,18,45,84,0.536,35,60,0.5833333333333334,10,24,0.417,11,15,0.733,7,30,37,22,7,3,10,18
Sun_Feb_4_2024_Miami Heat,2023-10-25,Los Angeles Clippers,103,12,Miami Heat,95,-3,1.23,4.31,1,8,240,34,77,0.442,18,38,0.47368421052631576,16,39,0.41,19,22,0.864,9,39,48,23,6,5,17,12,38,91,0.418,30,61,0.4918032786885246,8,30,0.267,11,12,0.917,12,33,45,24,9,0,10,19
Sun_Feb_4_2024_Minnesota Timberwolves,2023-10-29,Houston Rockets,90,8,Minnesota Timberwolves,111,15,3.17,1.37,0,-21,240,31,88,0.352,21,58,0.3620689655172414,10,30,0.333,18,27,0.667,10,31,41,20,10,7,11,26,40,90,0.444,29,60,0.48333333333333334,11,30,0.367,20,27,0.741,11,47,58,21,6,11,16,19
Sun_Feb_4_2024_Oklahoma City Thunder,2023-10-25,Toronto Raptors,127,-24,Oklahoma City Thunder,135,19,1.86,1.94,0,-8,290,48,101,0.475,34,66,0.5151515151515151,14,35,0.4,17,21,0.81,11,37,48,38,6,5,12,16,52,110,0.473,29,47,0.6170212765957447,23,63,0.365,8,8,1.0,14,31,45,40,6,8,11,15
Sun_Feb_4_2024_Utah Jazz,2023-10-25,Utah Jazz,123,-2,Milwaukee Bucks,108,12,2.04,1.8,1,15,240,43,89,0.483,26,45,0.5777777777777777,17,44,0.386,20,24,0.833,12,40,52,31,3,3,16,24,39,84,0.464,24,43,0.5581395348837209,15,41,0.366,15,25,0.6,7,25,32,27,8,3,12,21
Sun_Feb_4_2024_Washington Wizards,2023-10-28,Washington Wizards,112,-26,Phoenix Suns,140,1,1.91,1.91,0,-28,240,47,96,0.49,40,64,0.625,7,32,0.219,11,17,0.647,13,22,35,32,11,4,18,19,54,88,0.614,43,63,0.6825396825396826,11,25,0.44,21,26,0.808,9,33,42,33,13,6,18,12
Sun_Jan_14_2024_Denver Nuggets,2023-10-25,Indiana Pacers,109,6,Denver Nuggets,117,21,1.51,2.61,0,-8,240,43,92,0.467,35,63,0.5555555555555556,8,29,0.276,15,22,0.682,14,23,37,28,11,1,13,21,46,71,0.648,36,51,0.7058823529411765,10,20,0.5,15,23,0.652,4,36,40,31,8,3,22,18
Sun_Jan_14_2024_Miami Heat,2023-10-25,Charlotte Hornets,87,-24,Miami Heat,104,-2,2.47,1.57,0,-17,240,33,95,0.347,23,54,0.42592592592592593,10,41,0.244,11,15,0.733,17,33,50,17,5,3,15,17,40,81,0.494,29,56,0.5178571428571429,11,25,0.44,13,16,0.813,4,40,44,27,6,6,14,15
Sun_Jan_14_2024_Milwaukee Bucks,2023-10-27,Sacramento Kings,142,9,Milwaukee Bucks,143,13,1.67,2.27,0,-1,265,55,105,0.524,38,64,0.59375,17,41,0.415,15,20,0.75,9,38,47,34,6,2,9,19,48,92,0.522,28,49,0.5714285714285714,20,43,0.465,27,32,0.844,4,36,40,31,5,3,14,22
Sun_Jan_14_2024_Minnesota Timberwolves,2023-10-28,Minnesota Timberwolves,109,16,Los Angeles Clippers,105,11,1.48,2.65,1,4,240,38,67,0.567,25,41,0.6097560975609756,13,26,0.5,20,31,0.645,6,35,41,25,8,5,19,23,36,83,0.434,19,44,0.4318181818181818,17,39,0.436,16,18,0.889,7,27,34,28,9,4,11,24
Sun_Jan_14_2024_Portland Trail Blazers,2023-10-28,Phoenix Suns,127,2,Portland Trail Blazers,116,-21,1.45,2.77,1,11,240,46,76,0.605,33,48,0.6875,13,28,0.464,22,27,0.815,7,34,41,27,7,5,14,20,40,89,0.449,20,47,0.425531914893617,20,42,0.476,16,22,0.727,12,24,36,23,8,1,14,21
Sun_Jan_21_2024_Houston Rockets,2023-10-29,Houston Rockets,107,7,Boston Celtics,116,37,3.17,1.37,0,-9,240,41,94,0.436,31,59,0.5254237288135594,10,35,0.286,15,22,0.682,11,38,49,26,9,3,15,17,43,98,0.439,26,51,0.5098039215686274,17,47,0.362,13,18,0.722,16,39,55,31,10,12,16,17
Sun_Jan_21_2024_Los Angeles Clippers,2023-10-25,Brooklyn Nets,114,-5,Los Angeles Clippers,125,12,2.05,1.78,0,-11,240,44,90,0.489,30,51,0.5882352941176471,14,39,0.359,12,16,0.75,6,30,36,29,6,5,13,21,42,83,0.506,29,57,0.5087719298245614,13,26,0.5,28,33,0.848,8,37,45,26,6,5,11,18
Sun_Jan_21_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,134,2,Portland Trail Blazers,110,-22,1.41,3.0,1,24,240,47,86,0.547,34,53,0.6415094339622641,13,33,0.394,27,29,0.931,10,35,45,28,9,6,14,18,42,90,0.467,33,61,0.5409836065573771,9,29,0.31,17,20,0.85,10,25,35,24,7,5,14,21
Sun_Jan_21_2024_Orlando Magic,2023-10-25,Orlando Magic,105,4,Miami Heat,87,-3,1.55,2.52,1,18,240,37,78,0.474,28,50,0.56,9,28,0.321,22,28,0.786,12,32,44,21,5,5,14,16,30,80,0.375,18,43,0.4186046511627907,12,37,0.324,15,18,0.833,12,24,36,22,9,1,18,22
Sun_Jan_21_2024_Phoenix Suns,2023-10-28,Phoenix Suns,117,3,Indiana Pacers,110,5,1.45,2.77,1,7,240,47,82,0.573,39,57,0.6842105263157895,8,25,0.32,15,18,0.833,6,38,44,25,7,5,17,24,41,94,0.436,27,63,0.42857142857142855,14,31,0.452,14,23,0.609,14,26,40,28,9,4,11,20
Sun_Jan_21_2024_Washington Wizards,2023-10-28,Washington Wizards,104,-27,Denver Nuggets,113,22,1.91,1.91,0,-9,240,39,91,0.429,31,64,0.484375,8,27,0.296,18,22,0.818,12,28,40,31,6,9,13,23,43,88,0.489,35,66,0.5303030303030303,8,22,0.364,19,28,0.679,13,37,50,29,9,11,14,16
Sun_Jan_28_2024_Atlanta Hawks,2023-10-27,Atlanta Hawks,126,-9,Toronto Raptors,125,-25,1.93,1.89,1,1,240,44,95,0.463,38,68,0.5588235294117647,6,27,0.222,32,40,0.8,20,31,51,27,7,4,14,21,41,89,0.461,26,58,0.4482758620689655,15,31,0.484,28,32,0.875,15,31,46,29,12,3,14,30
Sun_Jan_28_2024_Detroit Pistons,2023-10-29,Oklahoma City Thunder,104,18,Detroit Pistons,120,-27,2.39,1.61,0,-16,240,44,92,0.478,36,64,0.5625,8,28,0.286,8,12,0.667,11,32,43,17,7,5,10,18,47,95,0.495,36,69,0.5217391304347826,11,26,0.423,15,19,0.789,15,38,53,27,6,2,9,11
Sun_Jan_28_2024_Indiana Pacers,2023-10-25,Memphis Grizzlies,110,-23,Indiana Pacers,116,6,1.85,1.96,0,-6,240,38,82,0.463,27,52,0.5192307692307693,11,30,0.367,23,31,0.742,13,32,45,20,5,7,13,20,44,90,0.489,31,55,0.5636363636363636,13,35,0.371,15,16,0.938,11,33,44,31,8,6,10,26
Sun_Jan_28_2024_Orlando Magic,2023-10-25,Orlando Magic,113,5,Phoenix Suns,98,2,1.55,2.52,1,15,240,41,92,0.446,29,56,0.5178571428571429,12,36,0.333,19,26,0.731,11,29,40,30,12,7,10,21,41,73,0.562,37,59,0.6271186440677966,4,14,0.286,12,21,0.571,6,33,39,19,4,5,23,19
Sun_Jan_28_2024_Portland Trail Blazers,2023-10-25,Chicago Bulls,104,-5,Portland Trail Blazers,96,-23,1.71,2.17,1,8,240,42,90,0.467,34,58,0.5862068965517241,8,32,0.25,12,17,0.706,5,35,40,27,7,10,5,19,32,79,0.405,26,46,0.5652173913043478,6,33,0.182,26,29,0.897,7,41,48,22,2,5,14,21
Sun_Jan_7_2024_Brooklyn Nets,2023-10-25,Brooklyn Nets,127,-6,Portland Trail Blazers,134,-22,2.05,1.78,0,-7,265,46,91,0.505,32,54,0.5925925925925926,14,37,0.378,21,25,0.84,9,35,44,29,7,7,16,25,45,95,0.474,25,57,0.43859649122807015,20,38,0.526,24,30,0.8,9,29,38,21,5,5,10,20
Sun_Jan_7_2024_Cleveland Cavaliers,2023-10-27,Cleveland Cavaliers,117,6,San Antonio Spurs,115,-16,1.74,2.15,1,2,240,43,88,0.489,27,45,0.6,16,43,0.372,15,21,0.714,12,32,44,27,6,3,16,16,41,86,0.477,27,49,0.5510204081632653,14,37,0.378,19,22,0.864,8,32,40,22,10,6,11,18
Sun_Jan_7_2024_Dallas Mavericks,2023-10-27,Dallas Mavericks,115,10,Minnesota Timberwolves,108,15,1.43,2.91,1,7,240,43,95,0.453,28,55,0.509090909090909,15,40,0.375,14,20,0.7,15,29,44,20,7,8,11,19,41,94,0.436,28,53,0.5283018867924528,13,41,0.317,13,21,0.619,18,33,51,22,6,4,13,22
Sun_Jan_7_2024_Denver Nuggets,2023-10-28,Detroit Pistons,114,-28,Denver Nuggets,131,23,2.17,1.72,0,-17,240,42,89,0.472,33,65,0.5076923076923077,9,24,0.375,21,30,0.7,13,24,37,28,6,0,12,20,47,80,0.588,37,53,0.6981132075471698,10,27,0.37,27,31,0.871,6,32,38,35,6,10,14,23
Sun_Jan_7_2024_Golden State Warriors,2023-10-24,Golden State Warriors,118,6,Toronto Raptors,133,-24,1.69,2.21,0,-15,240,45,100,0.45,31,54,0.5740740740740741,14,46,0.304,14,15,0.933,15,28,43,30,5,4,11,11,55,94,0.585,40,61,0.6557377049180327,15,33,0.455,8,14,0.571,9,36,45,38,7,6,7,14
Sun_Jan_7_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,106,3,Los Angeles Clippers,103,11,1.41,3.0,1,3,240,42,82,0.512,31,53,0.5849056603773585,11,29,0.379,11,16,0.688,8,32,40,23,9,6,19,11,36,91,0.396,22,54,0.4074074074074074,14,37,0.378,17,19,0.895,13,27,40,21,12,5,16,19
Sun_Jan_7_2024_Orlando Magic,2023-10-25,Orlando Magic,117,6,Atlanta Hawks,110,-10,1.55,2.52,1,7,265,43,98,0.439,26,57,0.45614035087719296,17,41,0.415,14,22,0.636,13,44,57,25,8,3,13,24,42,91,0.462,33,61,0.5409836065573771,9,30,0.3,17,29,0.586,8,42,50,21,9,10,13,23
Sun_Jan_7_2024_Phoenix Suns,2023-10-28,Phoenix Suns,115,1,Memphis Grizzlies,121,-22,1.45,2.77,0,-6,240,46,102,0.451,38,74,0.5135135135135135,8,28,0.286,15,22,0.682,16,34,50,29,5,6,12,27,43,97,0.443,26,48,0.5416666666666666,17,49,0.347,18,24,0.75,15,39,54,29,7,8,18,24
Sun_Jan_7_2024_Sacramento Kings,2023-10-27,Sacramento Kings,100,8,New Orleans Pelicans,133,-2,1.67,2.27,0,-33,240,38,91,0.418,23,46,0.5,15,45,0.333,9,12,0.75,8,17,25,28,9,2,9,12,50,82,0.61,31,47,0.6595744680851063,19,35,0.543,14,16,0.875,9,42,51,35,2,9,16,14
Sun_Jun_9_2024_Boston Celtics,2023-10-27,Boston Celtics,105,38,Dallas Mavericks,98,9,1.28,3.79,1,7,240,38,84,0.452,28,45,0.6222222222222222,10,39,0.256,19,20,0.95,10,31,41,29,10,5,11,15,38,80,0.475,32,54,0.5925925925925926,6,26,0.231,16,24,0.667,9,34,43,21,5,3,15,17
Sun_Mar_10_2024_Atlanta Hawks,2023-10-28,New Orleans Pelicans,116,-1,Atlanta Hawks,103,-11,1.68,2.25,1,13,240,43,75,0.573,29,48,0.6041666666666666,14,27,0.519,16,22,0.727,4,39,43,32,8,7,12,10,38,91,0.418,21,45,0.4666666666666667,17,46,0.37,10,13,0.769,12,29,41,28,6,4,11,15
Sun_Mar_10_2024_Cleveland Cavaliers,2023-10-27,Cleveland Cavaliers,101,5,Brooklyn Nets,120,-5,1.74,2.15,0,-19,240,37,76,0.487,23,44,0.5227272727272727,14,32,0.438,13,20,0.65,5,26,31,25,8,4,12,17,42,79,0.532,24,44,0.5454545454545454,18,35,0.514,18,20,0.9,8,32,40,33,7,3,15,17
Sun_Mar_10_2024_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,117,10,Milwaukee Bucks,124,14,1.23,4.31,0,-7,240,47,104,0.452,33,57,0.5789473684210527,14,47,0.298,9,10,0.9,17,35,52,30,3,9,10,23,43,87,0.494,26,49,0.5306122448979592,17,38,0.447,21,27,0.778,7,34,41,28,5,6,7,15
Sun_Mar_10_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,120,4,Minnesota Timberwolves,109,14,1.41,3.0,1,11,240,44,83,0.53,34,59,0.576271186440678,10,24,0.417,22,29,0.759,14,42,56,29,9,4,21,12,41,97,0.423,25,51,0.49019607843137253,16,46,0.348,11,13,0.846,11,27,38,27,8,6,12,18
Sun_Mar_10_2024_Miami Heat,2023-10-25,Miami Heat,108,-4,Washington Wizards,110,-26,1.22,4.37,0,-2,240,43,95,0.453,33,62,0.532258064516129,10,33,0.303,12,18,0.667,16,35,51,20,9,6,13,18,39,81,0.481,23,42,0.5476190476190477,16,39,0.41,16,22,0.727,6,34,40,35,5,5,15,18
Sun_Mar_10_2024_New York Knicks,2023-10-25,New York Knicks,73,11,Philadelphia 76ers,79,10,2.44,1.58,0,-6,240,26,80,0.325,17,40,0.425,9,40,0.225,12,16,0.75,16,34,50,19,9,5,21,14,31,80,0.388,22,50,0.44,9,30,0.3,8,14,0.571,14,33,47,20,9,5,15,18
Sun_Mar_10_2024_Oklahoma City Thunder,2023-10-29,Oklahoma City Thunder,124,19,Memphis Grizzlies,93,-23,2.39,1.61,1,31,240,49,93,0.527,28,46,0.6086956521739131,21,47,0.447,5,5,1.0,8,38,46,36,8,6,10,18,32,78,0.41,21,45,0.4666666666666667,11,33,0.333,18,27,0.667,8,31,39,21,8,4,16,14
Sun_Mar_10_2024_Orlando Magic,2023-10-25,Indiana Pacers,111,7,Orlando Magic,97,5,1.51,2.61,1,14,240,38,78,0.487,30,55,0.5454545454545454,8,23,0.348,27,33,0.818,5,41,46,20,5,10,13,21,33,88,0.375,24,52,0.46153846153846156,9,36,0.25,22,29,0.759,13,33,46,18,7,3,13,27
Sun_Mar_10_2024_Sacramento Kings,2023-10-29,Houston Rockets,112,8,Sacramento Kings,104,7,3.17,1.37,1,8,240,39,84,0.464,27,55,0.4909090909090909,12,29,0.414,22,27,0.815,6,36,42,23,8,1,12,18,39,86,0.453,33,54,0.6111111111111112,6,32,0.188,20,23,0.87,7,37,44,24,10,5,13,20
Sun_Mar_17_2024_Dallas Mavericks,2023-10-27,Dallas Mavericks,107,10,Denver Nuggets,105,22,1.43,2.91,1,2,240,42,100,0.42,33,65,0.5076923076923077,9,35,0.257,14,21,0.667,22,38,60,22,5,5,12,21,37,84,0.44,25,56,0.44642857142857145,12,28,0.429,19,22,0.864,6,31,37,26,7,6,8,16
Sun_Mar_17_2024_Detroit Pistons,2023-10-28,Detroit Pistons,101,-29,Miami Heat,104,-3,2.17,1.72,0,-3,240,38,83,0.458,24,47,0.5106382978723404,14,36,0.389,11,14,0.786,7,37,44,24,4,7,12,19,40,89,0.449,28,54,0.5185185185185185,12,35,0.343,12,16,0.75,11,36,47,24,7,2,10,11
Sun_Mar_17_2024_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,93,9,Atlanta Hawks,110,-10,1.23,4.31,0,-17,240,28,74,0.378,17,38,0.4473684210526316,11,36,0.306,26,29,0.897,10,30,40,17,10,5,16,13,41,84,0.488,24,50,0.48,17,34,0.5,11,12,0.917,10,35,45,32,10,7,16,22
Sun_Mar_17_2024_Milwaukee Bucks,2023-10-26,Milwaukee Bucks,140,15,Phoenix Suns,129,0,1.4,2.99,1,11,240,51,94,0.543,27,53,0.5094339622641509,24,41,0.585,14,14,1.0,10,25,35,35,11,2,11,12,51,87,0.586,37,54,0.6851851851851852,14,33,0.424,13,15,0.867,7,32,39,36,7,5,14,16
Sun_Mar_17_2024_Orlando Magic,2023-10-25,Toronto Raptors,96,-25,Orlando Magic,111,6,1.86,1.94,0,-15,240,37,84,0.44,29,53,0.5471698113207547,8,31,0.258,14,15,0.933,11,26,37,23,7,3,18,18,43,85,0.506,32,49,0.6530612244897959,11,36,0.306,14,20,0.7,10,29,39,22,7,4,15,16
Sun_Mar_17_2024_San Antonio Spurs,2023-10-25,San Antonio Spurs,122,-15,Brooklyn Nets,115,-6,2.64,1.51,1,7,265,46,99,0.465,37,62,0.5967741935483871,9,37,0.243,21,23,0.913,13,37,50,30,6,10,18,17,47,102,0.461,39,71,0.5492957746478874,8,31,0.258,13,19,0.684,11,37,48,29,13,5,12,20
Sun_Mar_17_2024_Washington Wizards,2023-10-27,Boston Celtics,130,39,Washington Wizards,104,-27,1.28,3.79,1,26,240,43,87,0.494,19,37,0.5135135135135135,24,50,0.48,20,24,0.833,12,31,43,30,9,6,15,17,41,89,0.461,31,55,0.5636363636363636,10,34,0.294,12,14,0.857,10,30,40,24,3,5,16,20
Sun_Mar_24_2024_Detroit Pistons,2023-10-28,New Orleans Pelicans,114,0,Detroit Pistons,101,-30,1.68,2.25,1,13,240,41,81,0.506,30,47,0.6382978723404256,11,34,0.324,21,31,0.677,6,35,41,27,8,7,10,22,32,79,0.405,21,38,0.5526315789473685,11,41,0.268,26,32,0.813,10,36,46,20,4,5,17,25
Sun_Mar_24_2024_Los Angeles Clippers,2023-10-25,Los Angeles Clippers,107,8,Philadelphia 76ers,121,11,1.23,4.31,0,-14,240,40,83,0.482,30,55,0.5454545454545454,10,28,0.357,17,18,0.944,10,27,37,27,2,9,14,11,48,90,0.533,30,53,0.5660377358490566,18,37,0.486,7,9,0.778,12,25,37,32,7,10,8,18
Sun_Mar_24_2024_Los Angeles Lakers,2023-10-26,Los Angeles Lakers,150,5,Indiana Pacers,145,6,1.41,3.0,1,5,240,50,89,0.562,38,64,0.59375,12,25,0.48,38,43,0.884,8,33,41,28,6,7,10,14,59,107,0.551,41,71,0.5774647887323944,18,36,0.5,9,16,0.563,10,30,40,39,6,4,11,31
Sun_Mar_24_2024_Miami Heat,2023-10-27,Cleveland Cavaliers,84,4,Miami Heat,121,-2,1.74,2.15,0,-37,240,30,72,0.417,21,43,0.4883720930232558,9,29,0.31,15,20,0.75,4,26,30,24,3,3,17,16,43,83,0.518,28,45,0.6222222222222222,15,38,0.395,20,23,0.87,9,35,44,29,13,0,12,17
Sun_Mar_24_2024_Milwaukee Bucks,2023-10-26,Milwaukee Bucks,118,16,Oklahoma City Thunder,93,18,1.4,2.99,1,25,240,49,92,0.533,38,58,0.6551724137931034,11,34,0.324,9,14,0.643,15,42,57,33,7,5,17,21,33,89,0.371,23,46,0.5,10,43,0.233,17,22,0.773,10,27,37,20,9,1,12,16
Sun_Mar_24_2024_Minnesota Timberwolves,2023-10-28,Minnesota Timberwolves,114,15,Golden State Warriors,110,5,1.48,2.65,1,4,240,40,84,0.476,19,44,0.4318181818181818,21,40,0.525,13,18,0.722,7,37,44,30,9,5,16,17,38,85,0.447,24,49,0.4897959183673469,14,36,0.389,20,26,0.769,7,34,41,23,8,3,13,19
Sun_Mar_31_2024_Brooklyn Nets,2023-10-25,Brooklyn Nets,104,-7,Los Angeles Lakers,116,6,2.05,1.78,0,-12,240,39,92,0.424,27,56,0.48214285714285715,12,36,0.333,14,19,0.737,9,29,38,19,12,3,13,17,42,77,0.545,27,37,0.7297297297297297,15,40,0.375,17,22,0.773,6,44,50,24,8,6,20,15
Sun_Mar_31_2024_Charlotte Hornets,2023-10-25,Los Angeles Clippers,130,9,Charlotte Hornets,118,-25,1.23,4.31,1,12,240,43,75,0.573,29,46,0.6304347826086957,14,29,0.483,30,34,0.882,7,34,41,28,4,5,10,16,44,88,0.5,21,36,0.5833333333333334,23,52,0.442,7,11,0.636,5,26,31,32,3,2,9,25
Sun_Mar_31_2024_Denver Nuggets,2023-10-27,Cleveland Cavaliers,101,3,Denver Nuggets,130,23,1.74,2.15,0,-29,240,38,82,0.463,30,57,0.5263157894736842,8,25,0.32,17,21,0.81,6,22,28,26,10,4,15,12,50,87,0.575,29,54,0.5370370370370371,21,33,0.636,9,13,0.692,11,40,51,36,7,4,17,19
Sun_Mar_31_2024_Houston Rockets,2023-10-27,Dallas Mavericks,125,11,Houston Rockets,107,7,1.43,2.91,1,18,240,48,93,0.516,24,46,0.5217391304347826,24,47,0.511,5,9,0.556,10,37,47,24,7,8,14,17,39,92,0.424,26,54,0.48148148148148145,13,38,0.342,16,19,0.842,12,31,43,22,9,3,12,14
Sun_Mar_31_2024_Minnesota Timberwolves,2023-10-28,Minnesota Timberwolves,101,14,Chicago Bulls,109,-4,1.48,2.65,0,-8,240,38,81,0.469,27,44,0.6136363636363636,11,37,0.297,14,21,0.667,8,29,37,28,12,5,14,10,42,80,0.525,25,51,0.49019607843137253,17,29,0.586,8,12,0.667,8,35,43,30,11,3,16,18
Sun_Mar_31_2024_New York Knicks,2023-10-25,New York Knicks,112,10,Oklahoma City Thunder,113,19,2.44,1.58,0,-1,240,38,92,0.413,25,49,0.5102040816326531,13,43,0.302,23,34,0.676,15,31,46,24,8,3,11,19,44,82,0.537,31,48,0.6458333333333334,13,34,0.382,12,24,0.5,9,34,43,29,6,8,13,23
Sun_Mar_31_2024_Sacramento Kings,2023-10-25,Utah Jazz,106,-3,Sacramento Kings,127,8,2.04,1.8,0,-21,240,34,83,0.41,18,42,0.42857142857142855,16,41,0.39,22,28,0.786,11,22,33,22,6,4,12,18,45,84,0.536,25,44,0.5681818181818182,20,40,0.5,17,23,0.739,13,31,44,34,8,6,15,23
Sun_Mar_31_2024_San Antonio Spurs,2023-10-24,Golden State Warriors,117,6,San Antonio Spurs,113,-16,1.69,2.21,1,4,240,45,92,0.489,29,53,0.5471698113207547,16,39,0.41,11,13,0.846,12,29,41,34,15,3,16,14,40,89,0.449,23,46,0.5,17,43,0.395,16,18,0.889,16,29,45,31,7,5,19,12
Sun_Mar_31_2024_Toronto Raptors,2023-10-29,Philadelphia 76ers,135,12,Toronto Raptors,120,-26,1.24,4.21,1,15,240,49,83,0.59,25,40,0.625,24,43,0.558,13,16,0.813,9,30,39,28,6,10,16,17,47,90,0.522,36,60,0.6,11,30,0.367,15,20,0.75,7,23,30,31,10,2,12,14
Sun_Mar_31_2024_Washington Wizards,2023-10-25,Miami Heat,119,-1,Washington Wizards,107,-28,1.22,4.37,1,12,240,40,81,0.494,26,45,0.5777777777777777,14,36,0.389,25,29,0.862,6,36,42,22,11,8,14,19,40,88,0.455,29,50,0.58,11,38,0.289,16,21,0.762,7,35,42,27,6,1,16,22
Sun_Mar_3_2024_Boston Celtics,2023-10-27,Boston Celtics,140,40,Golden State Warriors,88,5,1.28,3.79,1,52,240,53,96,0.552,28,47,0.5957446808510638,25,49,0.51,9,11,0.818,7,44,51,35,10,5,8,19,36,92,0.391,29,51,0.5686274509803921,7,41,0.171,9,13,0.692,12,34,46,24,2,3,17,13
Sun_Mar_3_2024_Cleveland Cavaliers,2023-10-27,Cleveland Cavaliers,98,2,New York Knicks,107,11,1.74,2.15,0,-9,240,39,87,0.448,22,43,0.5116279069767442,17,44,0.386,3,8,0.375,10,29,39,31,7,5,11,11,42,86,0.488,26,47,0.5531914893617021,16,39,0.41,7,10,0.7,10,37,47,32,8,9,12,13
Sun_Mar_3_2024_Dallas Mavericks,2023-10-27,Dallas Mavericks,116,10,Philadelphia 76ers,120,13,1.43,2.91,0,-4,240,40,86,0.465,24,45,0.5333333333333333,16,41,0.39,20,23,0.87,12,33,45,20,6,2,17,18,40,88,0.455,29,51,0.5686274509803921,11,37,0.297,29,31,0.935,13,29,42,26,10,5,9,19
Sun_Mar_3_2024_Minnesota Timberwolves,2023-10-25,Los Angeles Clippers,89,10,Minnesota Timberwolves,88,13,1.23,4.31,1,1,240,32,85,0.376,22,51,0.43137254901960786,10,34,0.294,15,17,0.882,7,33,40,17,7,5,9,12,31,80,0.388,22,47,0.46808510638297873,9,33,0.273,17,18,0.944,12,42,54,24,4,7,15,14
Sun_Mar_3_2024_Orlando Magic,2023-10-28,Detroit Pistons,91,-31,Orlando Magic,113,7,2.17,1.72,0,-22,240,33,86,0.384,25,50,0.5,8,36,0.222,17,20,0.85,5,23,28,25,11,2,12,19,43,72,0.597,36,49,0.7346938775510204,7,23,0.304,20,25,0.8,7,41,48,24,7,6,22,16
Sun_Mar_3_2024_Phoenix Suns,2023-10-28,Phoenix Suns,110,-1,Oklahoma City Thunder,118,20,1.45,2.77,0,-8,240,40,91,0.44,26,52,0.5,14,39,0.359,16,18,0.889,15,35,50,26,2,7,22,15,49,102,0.48,40,71,0.5633802816901409,9,31,0.29,11,15,0.733,10,31,41,21,16,8,6,15
Sun_Mar_3_2024_San Antonio Spurs,2023-10-25,San Antonio Spurs,117,-15,Indiana Pacers,105,5,2.64,1.51,1,12,240,46,85,0.541,36,60,0.6,10,25,0.4,15,19,0.789,10,35,45,33,6,8,16,17,41,93,0.441,35,63,0.5555555555555556,6,30,0.2,17,21,0.81,14,28,42,20,9,4,12,14
